srcStateName,srcYear,Sub Centres and Health and Wellness Centers -Sub Centres functioning in rural areas-I,Primary Health Centres ( PHC ) and Health and Wellness Centers-Primary Health ( HWC_PHC ) Centers functioning in rural areas-I,Sub Centers ( SC ),Building position of Sub Centres ( SC ) and Health and Wellness Centres -Sub Centres ( HWC_SC ) functioning in rural areas,Building position for Sub Centres functioning in Government Building in Rural areas,Building Position for Sub Centres functioning in Rented Building in Rural areas ,Building Position for Sub Centres functioning in rent free Panchayat or Voluntary Society buildings in Rural areas,Building Position for Sub Centres with Buildings under Construction in Rural areas ,Building Position for Primary Health Centres and Health and Wellness canters functioning in Rural areas,Building Position for Primary Health Centers functioning in Government Building in Rural areas ,Building Position for  Primary Health Centres functioning in Rented Building in Rural areas,Building Position for Primary Health Centres functioning in Rent free Panchayat or Voluntary Society Buildings in Rural areas ,Building Position for Primary Health Centres functioning in Buildings Under Construction in Rural areas ,Building Position for Community Health Centres functioning in Rural areas,Building Position for Community Health Centres functioning in Government Building in Rural areas,Building Position for Community Health Centres functioning in  Rented Building  in Rural areas ,Building Position for Community Health Centres functioning in Rent free Panchayat or Voluntary Society Building in Rural areas,Building Position for Community Health Centres with Buildings under Construction in Rural areas,Female health worker or Auxiliary Nurse Midwife required in rural areas,Female health worker or Auxiliary Nurse Midwife ( ANM ) sanctioned in rural areas,Female health worker or Auxiliary Nurse Midwife ( ANM ) in position in rural areas,Female health worker or Auxiliary Nurse Midwife ( ANM ) vacancies in rural areas,Shortfall in female health worker or Auxiliary Nurse Midwife ( ANM ) in rural areas,Doctors requirements at Primary Health Centres ( PHC ) in rural areas,Doctors sanctioned at Primary Health Centres ( PHC ) in rural areas,Doctors in positions at Primary Health Centres ( PHC ) in rural areas,Vacancies of doctors at Primary Health Centres ( PHC ) in rural areas,Shortfall of doctors at Primary Health Centres ( PHC ) in rural areas,Specialists required at Community Health Centres ( CHC ) in rural areas,Specialists sanctioned at Community Health Centres ( CHC ) in rural areas,Specialists in position at Community Health Centres ( CHC ) in rural areas,Vacancies of Specialists at Community Health Centres ( CHC )  in rural areas,Shortfall in Specialists at Community Health Centres ( CHC ) in rural areas,Radiographers required at Community Health Centres ( CHC ) in rural areas,Radiographers sanctioned at Community Health Centres ( CHC ) in rural areas,Radiographers in position at Community Health Centres ( CHC ) in rural areas,Vacancies of Radiographers at Community Health Centres ( CHC ) in rural areas,Shortfall in Radiographers at Community Health Centres ( CHC ) in rural areas,Pharmacists required at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas,Pharmacists sanctioned at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas,Pharmacists in position at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas,Vacancies of Pharmacist at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas,Shortfall in Pharmacists at Community Health Centres( CHC ) and Primary Health Centres ( PHC ) in rural areas,Lab Technicians required at Community Health Centres ( CHC ) and Primary Health  Centres ( PHC )in rural areas,Lab Technicians sanctioned at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas,Lab Technicians in position at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas,Vacancies of Lab Technician at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas,Shortfall in Lab Technicians at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas,Nursing staff required at Community Health Centres ( CHC ) and Primary Health Centres Centres ( PHC ) in rural areas,Nursing staff sanctioned at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas,Nursing staff in position at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas,Vacancies of Nursing staff at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas,Shortfall in nursing staff at Community Health Centres  ( CHC ) and Primary Health Centres ( PHC ) in rural areas,Sub Centres functioning in rural areas-II,Primary Health Centres functioning in rural areas-II,Community Health Centres ( CHC ) functioning in rural areas-II,Total Builiding Positions of Sub Centres in Rural areas-II,Builiding Position for Sub Centres functioning in Government Builidings in Rural Areas-II,Total Building Positions of Primary Health Centres ( PHC ) in Rural Areas-II,Builiding Position for Primary Health Centres ( PHC ) in Government Builidings in Rural Areas-II,Total Builiding Position of Community Health Centres ( CHC ) in Rural Areas-II,Builiding Position for Community Health Centres ( CHC ) functioning in Government Builidings in Rural Areas-II,Female health worker or Auxiliary Nurse Midwife (ANM) at Sub Center and Primary Health Centre in Rural Areas- I,Doctors in position at Primary Health Centres ( PHC ) in rural areas-I,Total Specialists at Community Health Centre ( PHC )  in Rural Areas- I,Radiographers in position at Community Health Centres ( CHC )in rural areas-II,Pharmacists in position at Community Health Centres ( CHC ) and Primary Health Centres (PHC ) in rural areas-II,Lab Technicians in position at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas-II,Nursing staff in position at Community Health Centres ( CHC ) and Primary Health Centres ( PHC ) in rural areas -II,YearCode,Year
Karnataka,2020,9188,2176,189,9188,5075,1481,2632,,2176,2020,69,87,,189,181,8,0,,11364,17748,13371,4377,0,2176,2323,2071,252,105,756,499,252,247,504,189,152,122,30,67,2365,2367,1749,618,616,2365,1922,1725,197,640,3499,4574,4741,0,0,9188,2176,189,9188,5075,2176,2020,189,181,13371,2071,252,122,1749,1725,4741,2020,"Financial Year (Apr - Mar), 2020"
Kerala,2020,5410,784,211,5410,3818,586,1006,,784,775,7,2,,211,211,0,0,,6194,6194,5917,277,277,784,1237,1028,209,0,844,192,173,19,671,211,16,12,4,199,995,890,774,116,221,995,587,565,22,430,2261,1984,1760,224,501,5410,784,211,5410,3818,784,775,211,211,5917,1028,173,12,774,565,1760,2020,"Financial Year (Apr - Mar), 2020"
Madhya Pradesh,2020,10226,1199,309,10226,7926,1223,1077,,1199,1092,107,0,,309,304,5,0,,11425,12904,12087,817,0,1199,1525,1065,460,134,1236,1032,46,986,1190,309,309,183,126,126,1508,1508,1323,185,185,1508,1508,823,685,685,3362,3362,2853,509,509,10226,1199,309,10226,7926,1199,1092,309,304,12087,1065,46,183,1323,823,2853,2020,"Financial Year (Apr - Mar), 2020"
Maharashtra,2020,10647,1829,278,10647,9069,1417,161,,1829,1707,122,0,,278,270,2,6,,12476,14766,12804,1962,0,1829,3587,2848,739,0,1112,558,399,159,713,278,136,104,32,174,2107,2205,1958,247,149,2107,2118,1574,544,533,3775,3834,3165,669,610,10647,1829,278,10647,9069,1829,1707,278,270,12804,2848,399,104,1958,1574,3165,2020,"Financial Year (Apr - Mar), 2020"
Manipur,2020,418,85,17,418,332,19,67,,85,79,2,4,,17,17,0,0,,503,962,1002,0,0,85,170,311,0,0,68,24,4,20,64,17,10,9,1,8,102,99,152,0,0,102,53,112,0,0,204,338,336,2,0,418,85,17,418,332,85,79,17,17,1002,311,4,9,152,112,336,2020,"Financial Year (Apr - Mar), 2020"
Meghalaya,2020,440,119,28,440,428,2,10,,119,118,1,0,,28,28,0,0,,559,478,1041,0,0,119,91,190,0,0,112,5,4,1,108,28,10,24,0,4,147,80,168,0,0,147,76,192,0,0,315,315,754,0,0,440,119,28,440,428,119,118,28,28,1041,190,4,24,168,192,754,2020,"Financial Year (Apr - Mar), 2020"
Mizoram,2020,311,57,9,311,311,0,0,,57,57,0,0,,9,9,0,0,,368,,346,,22,57,,58,,0,36,,0,,36,9,,8,,1,66,,42,,24,66,,74,,0,120,,245,,0,311,57,9,311,311,57,57,9,9,346,58,0,8,42,74,245,2020,"Financial Year (Apr - Mar), 2020"
Nagaland,2020,395,130,21,395,313,3,79,,130,123,0,7,,21,21,0,0,,525,747,900,0,0,130,113,120,0,10,84,2,9,0,75,21,3,3,0,18,151,132,132,0,19,151,143,143,0,8,277,316,316,0,0,395,130,21,395,313,130,123,21,21,900,120,9,3,132,143,316,2020,"Financial Year (Apr - Mar), 2020"
Odisha,2020,6688,1288,377,6688,4897,1624,167,,1288,1255,0,33,,377,377,0,0,,7976,7704,8985,0,0,1288,1288,827,461,461,1508,1482,313,1169,1195,377,127,63,64,314,1665,1868,1694,174,0,1665,500,711,0,954,3927,1402,2504,0,1423,6688,1288,377,6688,4897,1288,1255,377,377,8985,827,313,63,1694,711,2504,2020,"Financial Year (Apr - Mar), 2020"
Punjab,2020,2950,427,143,2950,1848,29,1073,,427,362,5,60,,143,132,0,4,,3377,4491,3703,788,0,427,585,391,194,36,572,485,139,346,433,143,147,120,27,23,570,852,629,223,0,570,772,528,244,42,1428,2466,1732,734,0,2950,427,143,2950,1848,427,362,143,132,3703,391,139,120,629,528,1732,2020,"Financial Year (Apr - Mar), 2020"
Rajasthan,2020,13480,2094,548,13480,10621,1204,1655,,2094,1963,21,110,,548,530,2,16,,15574,17941,14917,3024,657,2094,2170,1845,325,249,2192,1376,438,938,1754,548,664,329,335,219,2642,1968,1110,858,1532,2642,2929,1979,950,663,5930,10410,8174,2236,0,13480,2094,548,13480,10621,2094,1963,548,530,14917,1845,438,329,1110,1979,8174,2020,"Financial Year (Apr - Mar), 2020"
Sikkim,2020,147,24,2,147,146,1,0,,24,24,0,0,,2,2,0,0,,171,218,268,0,0,24,48,34,14,0,8,4,2,2,6,2,3,4,0,0,26,15,13,2,13,26,31,37,0,0,38,97,92,5,0,147,24,2,147,146,24,24,2,2,268,34,2,4,13,37,92,2020,"Financial Year (Apr - Mar), 2020"
Tamil Nadu,2020,8713,1420,385,8713,6290,2420,3,,1420,1390,0,30,,385,385,0,0,,10133,12012,10489,1523,0,1420,2976,2708,268,0,1540,319,228,91,1312,385,235,144,91,241,1805,1823,1585,238,220,1805,1872,1165,707,640,4115,8245,7072,1173,0,8713,1420,385,8713,6290,1420,1390,385,385,10489,2708,228,144,1585,1165,7072,2020,"Financial Year (Apr - Mar), 2020"
Telangana,2020,4744,636,85,4744,1273,2694,777,,636,636,0,0,,85,85,0,0,,5380,8996,7943,1053,0,636,1254,1213,41,0,340,625,258,367,82,85,99,44,55,41,721,675,442,233,279,721,773,647,126,74,1231,2412,2076,336,0,4744,636,85,4744,1273,636,636,85,85,7943,1213,258,44,442,647,2076,2020,"Financial Year (Apr - Mar), 2020"
Tripura,2020,965,107,22,965,777,38,150,,107,107,0,0,,22,22,0,0,,1072,,683,,389,107,,222,,0,88,,1,,87,22,,13,,9,129,,171,,0,129,,146,,0,261,,746,,0,965,107,22,965,777,107,107,22,22,683,222,1,13,171,146,746,2020,"Financial Year (Apr - Mar), 2020"
Uttarakhand,2020,1839,257,56,1839,1296,506,37,,257,227,18,12,,56,56,0,0,,2096,2203,2006,197,90,257,476,346,130,0,224,236,32,204,192,56,22,9,13,47,313,325,317,8,0,313,136,61,75,252,649,392,243,149,406,1839,257,56,1839,1296,257,227,56,56,2006,346,32,9,317,61,243,2020,"Financial Year (Apr - Mar), 2020"
Uttar Pradesh,2020,20778,2880,711,20778,17124,3642,12,,2880,2626,218,36,,711,642,47,22,,23658,27476,23591,3885,67,2880,3578,2759,819,121,2844,2171,816,1355,2028,711,402,189,213,522,3591,4239,4181,58,0,3591,2452,1812,640,1779,7857,9757,7408,2349,449,20778,2880,711,20778,17124,2880,2626,711,642,23591,2759,816,189,4181,1812,7408,2020,"Financial Year (Apr - Mar), 2020"
West Bengal,2020,10357,913,348,10357,8580,1332,445,,913,913,0,0,,348,348,0,0,,11270,19238,18591,647,0,913,1390,1098,292,0,1392,1422,641,781,751,348,283,162,121,186,1261,1549,1460,89,0,1261,1101,717,384,544,3349,8609,7778,831,0,10357,913,348,10357,8580,913,913,348,348,18591,1098,641,162,1460,717,7778,2020,"Financial Year (Apr - Mar), 2020"
Andaman & Nicobar Islands,2020,124,22,4,124,124,0,0,,22,22,0,0,,4,4,0,0,,146,134,179,0,0,22,30,48,0,0,16,,1,,15,4,4,4,0,0,26,22,29,0,0,26,15,25,0,1,50,122,148,0,0,124,22,4,124,124,22,22,4,4,179,48,1,4,29,25,148,2020,"Financial Year (Apr - Mar), 2020"
Dadra & Nagar Haveli and Daman & Diu,2020,94,10,4,94,69,15,10,,10,10,0,0,,4,4,0,0,,104,115,147,0,0,10,9,13,0,0,16,2,1,1,15,4,4,4,0,0,14,15,18,0,0,14,18,23,0,0,38,64,77,0,0,94,10,4,94,69,10,10,4,4,147,13,1,4,18,23,77,2020,"Financial Year (Apr - Mar), 2020"
Delhi,2020,12,5,0,12,1,8,3,,5,5,0,0,,0,,,,,17,33,34,0,0,5,19,18,1,0,0,,,,,0,,,,,5,4,4,0,1,5,2,1,1,4,5,6,6,0,0,12,5,0,12,1,5,5,0,,34,18,,,4,1,6,2020,"Financial Year (Apr - Mar), 2020"
Jammu & Kashmir,2020,2470,923,77,2470,872,1598,0,,923,714,209,0,,77,77,0,0,,3393,5000,4511,489,0,923,1477,940,537,0,308,321,230,91,78,77,265,208,57,0,1000,1289,1058,231,0,1000,1004,882,122,118,1462,1815,1385,430,77,2470,923,77,2470,872,923,714,77,77,4511,940,230,208,1058,882,1385,2020,"Financial Year (Apr - Mar), 2020"
Ladakh,2020,238,32,7,238,207,31,0,,32,32,0,0,,7,7,0,0,,270,347,394,0,0,32,23,10,13,22,28,11,5,6,23,7,6,4,2,3,39,24,22,2,17,39,22,20,2,19,81,34,37,0,44,238,32,7,238,207,32,32,7,7,394,10,5,4,22,20,37,2020,"Financial Year (Apr - Mar), 2020"
Lakshadweep,2020,11,4,3,11,8,0,3,,4,4,0,0,,3,3,0,0,,15,40,40,0,0,4,10,10,0,0,12,8,8,0,4,3,5,5,0,0,7,20,20,0,0,7,18,18,0,0,25,63,63,0,0,11,4,3,11,8,4,4,3,3,40,10,8,5,20,18,63,2020,"Financial Year (Apr - Mar), 2020"
Puducherry,2020,53,24,3,53,40,13,0,,24,24,0,0,,3,3,0,0,,77,120,119,1,0,24,45,45,0,0,12,1,0,1,12,3,3,3,0,0,27,30,33,0,0,27,30,28,2,0,45,156,165,0,0,53,24,3,53,40,24,24,3,3,119,45,0,3,33,28,165,2020,"Financial Year (Apr - Mar), 2020"
